periode,source,n_docs,n_tokens,ttr,mattr,mtld,hapax_ratio,yule_k,avg_sent_length,clause_density,flesch_reading_ease,lix,information_density,lexical_density,topic_concentration,ratio_caps,ratio_strong_punct,ratio_intensity_words,vader_compound,vader_neg,vader_pos,tb_polarity,tb_subjectivity,n_anomaly_signals,max_zscore,severity
2024-03,all,1493,9.4099,0.9984,0.9984,21.9434,0.9982,3.4729,8.283,1.1246,58.4154,35.2459,0.7184,0.718,1.0,0.0,0.0757,0.0096,0.0038,0.0766,0.0761,,,0,,
2024-04,all,1181,9.3446,0.9976,0.9976,21.911,0.9972,5.4358,8.4035,1.1499,59.311,35.3185,0.7159,0.7153,1.0,0.0,0.0584,0.0103,-0.0052,0.0797,0.074,,,0,,
2024-05,all,1299,9.4488,0.998,0.998,20.8496,0.9978,4.3718,8.3938,1.1401,58.5153,35.2463,0.7173,0.7169,1.0,0.0,0.0662,0.0083,-0.0065,0.0782,0.0731,,,0,,
2024-06,all,1482,9.3947,0.9982,0.9982,21.6912,0.998,3.9985,8.4305,1.1228,58.9602,35.4571,0.7197,0.7193,1.0,0.0,0.0688,0.0092,-0.0134,0.0845,0.0746,,,0,,
2024-07,all,3426,10.0587,0.9923,0.9923,25.1266,0.9915,14.2695,7.2955,1.1192,55.669,37.754,0.7289,0.7341,1.0,0.0,0.0584,0.042,-0.1272,0.1397,0.0673,,,3,3.67,critique
2024-08,all,6087,10.0406,0.9927,0.9927,24.3236,0.9919,13.7234,7.2461,1.1228,55.259,38.0772,0.7296,0.7343,1.0,0.0,0.0577,0.0423,-0.1252,0.1395,0.0682,,,3,3.63,critique
2024-09,all,1550,9.9781,0.9937,0.9937,24.9903,0.993,11.7426,7.0732,1.1097,55.4584,38.1581,0.7412,0.7454,1.0,0.0,0.0632,0.0414,-0.1124,0.138,0.0726,,,3,3.52,critique
2024-10,all,1212,9.4662,0.9989,0.9989,22.0346,0.9988,2.4447,8.5041,1.1221,60.6019,34.4333,0.712,0.7117,1.0,0.0,0.0553,0.0102,-0.0353,0.0921,0.068,,,0,,
2024-11,all,1433,9.4355,0.9987,0.9987,20.9302,0.9985,2.9291,8.4812,1.1312,58.596,36.0642,0.717,0.7167,1.0,0.0,0.0523,0.0086,-0.0187,0.0823,0.0695,,,0,,
2024-12,all,1135,9.4176,0.9989,0.9989,21.4627,0.9988,2.393,8.4581,1.133,60.359,35.0447,0.7073,0.7071,1.0,0.0,0.0643,0.009,-0.007,0.0803,0.0735,,,0,,
2025-01,all,1547,9.3665,0.9986,0.9986,21.8041,0.9984,3.1921,8.3335,1.1487,59.242,35.1118,0.7127,0.7123,1.0,0.0,0.0621,0.0087,-0.0172,0.0821,0.0698,,,0,,
2025-02,all,1639,9.4491,0.999,0.999,22.0623,0.9989,2.2597,8.3533,1.1232,59.7144,34.8865,0.715,0.7148,1.0,0.0,0.0616,0.0091,-0.0301,0.0867,0.0666,,,0,,
2025-03,all,1193,9.3697,0.9983,0.9983,21.2739,0.9981,3.7254,8.3583,1.1391,58.2081,35.8809,0.7206,0.7202,1.0,0.0,0.0645,0.0091,-0.0166,0.0809,0.0688,,,0,,
2025-04,all,1422,9.4044,0.998,0.998,21.8561,0.9978,4.3409,8.3421,1.1364,59.1462,35.347,0.71,0.7095,1.0,0.0,0.0591,0.0077,-0.0245,0.0813,0.0664,,,0,,
2025-05,all,1280,9.4359,0.9982,0.9982,21.5736,0.9979,4.0509,8.3211,1.1289,58.9487,35.2273,0.714,0.7135,1.0,0.0,0.075,0.0092,-0.0106,0.0804,0.0716,,,0,,
2021-01,press,,,,,,,,,,,,,,,,,,,,,,,2,6.57,modere
2021-02,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-03,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-04,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-05,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-06,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-07,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-08,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-09,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-10,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-11,press,,,,,,,,,,,,,,,,,,,,,,,2,2.88,modere
2021-12,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-01,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-02,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-03,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-04,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-05,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-06,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-07,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-08,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-09,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-10,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-11,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2022-12,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-01,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-02,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-03,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-04,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-05,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-06,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-07,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-08,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-09,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-10,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-11,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2023-12,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-01,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-03,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-04,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-05,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-06,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-07,press,,,,,,,,,,,,,,,,,,,,,,,3,3.67,critique
2024-08,press,,,,,,,,,,,,,,,,,,,,,,,3,3.63,critique
2024-09,press,,,,,,,,,,,,,,,,,,,,,,,3,3.52,critique
2024-10,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-11,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-12,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2025-01,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2025-02,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2025-03,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2025-04,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2025-05,press,,,,,,,,,,,,,,,,,,,,,,,0,,
2021-01,twitter,4244,9.1183,0.9918,0.9918,21.1189,0.9905,22.6779,7.5896,1.1847,47.5963,44.1671,0.7269,0.7267,1.0,0.0092,0.1031,0.0127,-0.045,0.1136,0.0849,,,2,6.57,modere
2021-02,twitter,1406,9.3912,0.9984,0.9984,21.3263,0.9982,3.5122,8.3467,1.1408,58.9217,35.5088,0.716,0.7156,1.0,0.0,0.0697,0.0093,-0.0002,0.0781,0.0753,,,0,,
2021-03,twitter,1484,9.4825,0.9987,0.9987,22.4903,0.9985,2.9949,8.405,1.1253,59.587,34.813,0.7138,0.7135,1.0,0.0,0.0701,0.0099,-0.005,0.0807,0.0755,,,0,,
2021-04,twitter,1373,9.4151,0.9985,0.9985,22.1025,0.9983,3.4168,8.3449,1.1318,58.9566,34.947,0.7146,0.7142,1.0,0.0,0.0728,0.0083,-0.0136,0.0827,0.0728,,,0,,
2021-05,twitter,1184,9.4096,0.9987,0.9987,21.4576,0.9985,2.9195,8.356,1.1351,59.4018,35.0191,0.7122,0.7119,1.0,0.0,0.0726,0.0095,-0.0005,0.0783,0.076,,,0,,
2021-06,twitter,1227,9.454,0.999,0.999,20.9541,0.9989,2.2135,8.4637,1.132,59.726,34.5091,0.7137,0.7134,1.0,0.0,0.0701,0.0086,-0.0248,0.0883,0.0724,,,0,,
2021-07,twitter,1079,9.4069,0.9991,0.9991,22.512,0.999,2.0595,8.3309,1.1233,58.9491,34.8061,0.7137,0.7135,1.0,0.0,0.076,0.0107,0.0053,0.0782,0.0774,,,0,,
2021-08,twitter,1412,9.4795,0.9986,0.9986,22.716,0.9984,3.1476,8.4062,1.1268,60.0684,34.8888,0.7133,0.713,1.0,0.0,0.0637,0.0081,-0.0187,0.0864,0.073,,,0,,
2021-09,twitter,1248,9.4728,0.9989,0.9989,20.9973,0.9988,2.3741,8.403,1.1202,58.9619,34.9376,0.7138,0.7136,1.0,0.0,0.0681,0.0089,-0.0251,0.0866,0.0702,,,0,,
2021-10,twitter,1318,9.3703,0.9987,0.9987,22.0074,0.9985,2.9974,8.3039,1.1328,58.5209,35.6043,0.7224,0.722,1.0,0.0,0.0713,0.0092,-0.0194,0.0847,0.0707,,,0,,
2021-11,twitter,3371,9.7401,0.9991,0.9991,16.9755,0.999,1.9044,7.1389,1.0845,55.7253,39.6351,0.7238,0.7236,1.0,0.0039,0.1016,0.028,0.0376,0.0995,0.1114,,,2,2.88,modere
2021-12,twitter,1748,9.4308,0.9985,0.9985,21.6723,0.9983,3.3901,8.3621,1.1201,59.1582,35.2389,0.7154,0.715,1.0,0.0,0.0601,0.0101,-0.011,0.0817,0.0721,,,0,,
2022-01,twitter,1473,9.4155,0.9991,0.9991,21.0079,0.999,2.0115,8.4779,1.1317,58.8359,34.987,0.7196,0.7194,1.0,0.0,0.0618,0.0107,-0.0145,0.0853,0.0747,,,0,,
2022-02,twitter,1080,9.3833,0.9988,0.9988,22.0786,0.9986,2.7434,8.3421,1.1389,59.3293,34.9981,0.7162,0.7159,1.0,0.0,0.0722,0.0091,-0.0106,0.0837,0.0754,,,0,,
2022-03,twitter,5090,10.0538,0.9992,0.9992,17.1655,0.9991,1.7948,8.3855,1.2373,55.6736,36.7276,0.7216,0.7214,1.0,0.0,0.0324,0.0175,0.041,0.059,0.0813,,,0,,
2022-04,twitter,1992,9.3911,0.9988,0.9988,21.4028,0.9987,2.603,8.3896,1.1421,59.7411,35.2706,0.713,0.7127,1.0,0.0,0.0607,0.0083,-0.0191,0.0845,0.071,,,0,,
2022-05,twitter,1482,9.3482,0.9982,0.9982,22.4404,0.998,3.9985,8.333,1.1377,58.6202,35.2957,0.7199,0.7194,1.0,0.0,0.0675,0.0098,-0.009,0.0818,0.0737,,,0,,
2022-06,twitter,1304,9.4747,0.9989,0.9989,22.3076,0.9988,2.4615,8.4133,1.1426,59.852,34.3953,0.7163,0.7161,1.0,0.0,0.0713,0.0107,-0.0135,0.0816,0.0698,,,0,,
2022-07,twitter,1506,9.4502,0.9987,0.9987,21.6602,0.9986,2.7872,8.4595,1.1587,60.0557,34.7485,0.7104,0.71,1.0,0.0,0.0564,0.0091,-0.0156,0.0812,0.0696,,,0,,
2022-08,twitter,1506,9.4077,0.9985,0.9985,21.9557,0.9983,3.443,8.4588,1.1428,60.1551,35.097,0.7145,0.7141,1.0,0.0,0.0604,0.0095,-0.008,0.0811,0.0749,,,0,,
2022-09,twitter,1291,9.3695,0.9985,0.9985,22.1166,0.9983,3.4426,8.3087,1.1371,59.2788,34.918,0.7197,0.7193,1.0,0.0,0.0736,0.0096,-0.0146,0.0846,0.0726,,,0,,
2022-10,twitter,1177,9.4741,0.9989,0.9989,21.8611,0.9987,2.5173,8.3815,1.1376,59.2028,34.2154,0.7173,0.717,1.0,0.0,0.0756,0.0094,-0.0215,0.0869,0.0718,,,0,,
2022-11,twitter,1107,9.4372,0.9987,0.9987,21.5099,0.9985,2.8996,8.4833,1.1382,58.582,35.1586,0.7141,0.7138,1.0,0.0,0.0533,0.0103,-0.0158,0.0815,0.07,,,0,,
2022-12,twitter,1126,9.3393,0.9987,0.9987,21.725,0.9986,2.8506,8.397,1.1252,59.6626,35.7973,0.7116,0.7113,1.0,0.0,0.0542,0.0079,-0.0083,0.0817,0.0764,,,0,,
2023-01,twitter,1355,9.4236,0.9989,0.9989,22.5213,0.9988,2.3689,8.2786,1.1284,59.1867,35.412,0.7147,0.7144,1.0,0.0,0.0679,0.0081,-0.0119,0.0803,0.0711,,,0,,
2023-02,twitter,1212,9.4233,0.9991,0.9991,22.4037,0.999,2.0372,8.3036,1.1345,58.9875,35.2008,0.7134,0.7132,1.0,0.0,0.0668,0.0094,-0.0142,0.0802,0.0688,,,0,,
2023-03,twitter,1353,9.4368,0.9983,0.9983,21.551,0.9981,3.8323,8.3008,1.1197,58.7195,35.0984,0.7206,0.7201,1.0,0.0,0.0783,0.0091,-0.0084,0.0819,0.0745,,,0,,
2023-04,twitter,1429,9.4766,0.9988,0.9988,22.0076,0.9987,2.5918,8.4881,1.1281,59.7669,34.5003,0.7125,0.7122,1.0,0.0,0.0644,0.0098,-0.0141,0.0849,0.0727,,,0,,
2023-05,twitter,1262,9.3447,0.9987,0.9987,21.1217,0.9985,2.9347,8.3063,1.1284,58.9493,35.6271,0.72,0.7197,1.0,0.0,0.0681,0.0087,-0.0156,0.0829,0.0721,,,0,,
2023-06,twitter,1174,9.4506,0.9991,0.9991,21.6049,0.9989,2.1032,8.3177,1.1278,59.4272,34.7675,0.7082,0.7079,1.0,0.0,0.0724,0.008,-0.0064,0.0787,0.0739,,,0,,
2023-07,twitter,1578,9.4125,0.9985,0.9985,22.7556,0.9983,3.4423,8.2712,1.1337,59.0614,34.9009,0.7151,0.7147,1.0,0.0,0.0672,0.0101,-0.0158,0.0818,0.0691,,,0,,
2023-08,twitter,1412,9.4363,0.9984,0.9984,21.436,0.9982,3.4973,8.4426,1.119,58.4292,35.4115,0.7182,0.7178,1.0,0.0,0.0673,0.0093,-0.0129,0.0843,0.0741,,,0,,
2023-09,twitter,1558,9.4262,0.9988,0.9988,21.0031,0.9986,2.6941,8.3652,1.1341,59.5893,35.2955,0.7108,0.7105,1.0,0.0,0.0648,0.0083,-0.0061,0.0783,0.0735,,,0,,
2023-10,twitter,8329,9.8827,0.9849,0.9849,25.3228,0.9833,29.0262,7.0638,1.1186,59.7554,34.7939,0.7087,0.7184,1.0,0.0,0.0315,0.0235,0.0296,0.0902,0.1031,,,0,,
2023-11,twitter,6269,9.88,0.9863,0.9863,25.2347,0.9848,26.3477,7.0594,1.1153,59.507,34.9538,0.7106,0.7192,1.0,0.0,0.0337,0.0226,0.0232,0.0922,0.1012,,,0,,
2023-12,twitter,1633,9.4403,0.9988,0.9988,20.7314,0.9986,2.7216,8.3941,1.131,58.5923,35.0452,0.719,0.7187,1.0,0.0,0.071,0.0099,-0.01,0.0815,0.0737,,,0,,
2024-01,twitter,1435,9.4369,0.9988,0.9988,21.9912,0.9986,2.753,8.3394,1.1345,59.7763,34.5532,0.7176,0.7173,1.0,0.0,0.0683,0.0102,-0.0205,0.085,0.0697,,,0,,
2024-02,twitter,1372,9.406,0.9988,0.9988,21.8106,0.9986,2.6995,8.3069,1.1115,58.9663,35.0084,0.7197,0.7194,1.0,0.0,0.0758,0.0105,0.0015,0.0825,0.0807,,,0,,
2024-03,twitter,1493,9.4099,0.9984,0.9984,21.9434,0.9982,3.4729,8.283,1.1246,58.4154,35.2459,0.7184,0.718,1.0,0.0,0.0757,0.0096,0.0038,0.0766,0.0761,,,0,,
2024-04,twitter,1181,9.3446,0.9976,0.9976,21.911,0.9972,5.4358,8.4035,1.1499,59.311,35.3185,0.7159,0.7153,1.0,0.0,0.0584,0.0103,-0.0052,0.0797,0.074,,,0,,
2024-05,twitter,1299,9.4488,0.998,0.998,20.8496,0.9978,4.3718,8.3938,1.1401,58.5153,35.2463,0.7173,0.7169,1.0,0.0,0.0662,0.0083,-0.0065,0.0782,0.0731,,,0,,
2024-06,twitter,1482,9.3947,0.9982,0.9982,21.6912,0.998,3.9985,8.4305,1.1228,58.9602,35.4571,0.7197,0.7193,1.0,0.0,0.0688,0.0092,-0.0134,0.0845,0.0746,,,0,,
2024-07,twitter,3426,10.0587,0.9923,0.9923,25.1266,0.9915,14.2695,7.2955,1.1192,55.669,37.754,0.7289,0.7341,1.0,0.0,0.0584,0.042,-0.1272,0.1397,0.0673,,,3,3.67,critique
2024-08,twitter,6087,10.0406,0.9927,0.9927,24.3236,0.9919,13.7234,7.2461,1.1228,55.259,38.0772,0.7296,0.7343,1.0,0.0,0.0577,0.0423,-0.1252,0.1395,0.0682,,,3,3.63,critique
2024-09,twitter,1550,9.9781,0.9937,0.9937,24.9903,0.993,11.7426,7.0732,1.1097,55.4584,38.1581,0.7412,0.7454,1.0,0.0,0.0632,0.0414,-0.1124,0.138,0.0726,,,3,3.52,critique
2024-10,twitter,1212,9.4662,0.9989,0.9989,22.0346,0.9988,2.4447,8.5041,1.1221,60.6019,34.4333,0.712,0.7117,1.0,0.0,0.0553,0.0102,-0.0353,0.0921,0.068,,,0,,
2024-11,twitter,1433,9.4355,0.9987,0.9987,20.9302,0.9985,2.9291,8.4812,1.1312,58.596,36.0642,0.717,0.7167,1.0,0.0,0.0523,0.0086,-0.0187,0.0823,0.0695,,,0,,
2024-12,twitter,1135,9.4176,0.9989,0.9989,21.4627,0.9988,2.393,8.4581,1.133,60.359,35.0447,0.7073,0.7071,1.0,0.0,0.0643,0.009,-0.007,0.0803,0.0735,,,0,,
2025-01,twitter,1547,9.3665,0.9986,0.9986,21.8041,0.9984,3.1921,8.3335,1.1487,59.242,35.1118,0.7127,0.7123,1.0,0.0,0.0621,0.0087,-0.0172,0.0821,0.0698,,,0,,
2025-02,twitter,1639,9.4491,0.999,0.999,22.0623,0.9989,2.2597,8.3533,1.1232,59.7144,34.8865,0.715,0.7148,1.0,0.0,0.0616,0.0091,-0.0301,0.0867,0.0666,,,0,,
2025-03,twitter,1193,9.3697,0.9983,0.9983,21.2739,0.9981,3.7254,8.3583,1.1391,58.2081,35.8809,0.7206,0.7202,1.0,0.0,0.0645,0.0091,-0.0166,0.0809,0.0688,,,0,,
2025-04,twitter,1422,9.4044,0.998,0.998,21.8561,0.9978,4.3409,8.3421,1.1364,59.1462,35.347,0.71,0.7095,1.0,0.0,0.0591,0.0077,-0.0245,0.0813,0.0664,,,0,,
2025-05,twitter,1280,9.4359,0.9982,0.9982,21.5736,0.9979,4.0509,8.3211,1.1289,58.9487,35.2273,0.714,0.7135,1.0,0.0,0.075,0.0092,-0.0106,0.0804,0.0716,,,0,,
